Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Altitude,Country,Last Updated,LSOA Code,LSOA Name
B1 2PZ,52.483631,-1.920749,405479,287304,SP054873,Ladywood,"Birmingham, unparished area",138,England,07/03/2023,E01009141,Birmingham 137A
B1 2QA,52.482776,-1.919661,405553,287209,SP055872,Ladywood,"Birmingham, unparished area",136,England,07/03/2023,E01033619,Birmingham 137D
B1 2QB,52.482696,-1.920574,405491,287200,SP054872,Ladywood,"Birmingham, unparished area",137,England,07/03/2023,E01033619,Birmingham 137D
B1 2QD,52.483306,-1.918864,405607,287268,SP056872,Ladywood,"Birmingham, unparished area",136,England,07/03/2023,E01033619,Birmingham 137D
B1 2QL,52.483189,-1.91913,405589,287255,SP055872,Ladywood,"Birmingham, unparished area",136,England,07/03/2023,E01033619,Birmingham 137D
B1 2QQ,52.482871,-1.918948,405601,287220,SP056872,Ladywood,"Birmingham, unparished area",136,England,07/03/2023,E01033627,Birmingham 137E
B1 2QZ,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B1 2RA,52.480898,-1.913283,405986,287001,SP059870,Ladywood,"Birmingham, unparished area",141,England,07/03/2023,E01033627,Birmingham 137E
B1 2RR,52.481547,-1.911373,406116,287073,SP061870,Ladywood,"Birmingham, unparished area",135,England,07/03/2023,E01033622,Birmingham 138B
B1 2RT,52.481477,-1.913155,405995,287065,SP059870,Ladywood,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 2RU,52.481286,-1.910637,406166,287044,SP061870,Ladywood,"Birmingham, unparished area",138,England,07/03/2023,E01033622,Birmingham 138B
B1 2RX,52.481189,-1.913568,405967,287033,SP059870,Ladywood,"Birmingham, unparished area",135,England,07/03/2023,E01033565,Birmingham 137B
B1 2SG,52.474569,-1.907971,406348,286297,SP063862,Ladywood,"Birmingham, unparished area",144,England,07/03/2023,E01033557,Birmingham 134B
B1 2SL,52.481109,-1.914525,405902,287024,SP059870,Ladywood,"Birmingham, unparished area",135,England,07/03/2023,E01033565,Birmingham 137B
B1 2SN,52.482007,-1.912859,406015,287124,SP060871,Ladywood,"Birmingham, unparished area",132,England,07/03/2023,E01033565,Birmingham 137B
B1 2SS,52.483215,-1.918187,405653,287258,SP056872,Ladywood,"Birmingham, unparished area",136,England,07/03/2023,E01033627,Birmingham 137E
B1 2ST,52.482892,-1.918232,405650,287222,SP056872,Ladywood,"Birmingham, unparished area",136,England,07/03/2023,E01033627,Birmingham 137E
B1 2SW,52.481942,-1.9139,405944,287117,SP059871,Ladywood,"Birmingham, unparished area",132,England,07/03/2023,E01033565,Birmingham 137B
B1 2TJ,52.483344,-1.92256,405356,287272,SP053872,Ladywood,"Birmingham, unparished area",139,England,07/03/2023,E01009141,Birmingham 137A
B1 2TL,52.483888,-1.920728,405480,287333,SP054873,Ladywood,"Birmingham, unparished area",138,England,07/03/2023,E01009141,Birmingham 137A
B1 2TZ,52.477186,-1.913806,405951,286588,SP059865,Ladywood,"Birmingham, unparished area",153,England,07/03/2023,E01009146,Birmingham 136B
B1 2UH,52.483972,-1.920277,405511,287342,SP055873,Ladywood,"Birmingham, unparished area",137,England,07/03/2023,E01009141,Birmingham 137A
B1 2UJ,52.484062,-1.919644,405554,287352,SP055873,Ladywood,"Birmingham, unparished area",137,England,07/03/2023,E01009141,Birmingham 137A
B1 2UL,52.484062,-1.919644,405554,287352,SP055873,Ladywood,"Birmingham, unparished area",137,England,07/03/2023,E01009141,Birmingham 137A
B1 2UN,52.483456,-1.91961,405556,287285,SP055872,Ladywood,"Birmingham, unparished area",137,England,07/03/2023,E01033619,Birmingham 137D
B1 2WZ,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",141,England,07/03/2023,E01008910,Birmingham 050A
B1 3AA,52.484171,-1.914396,405910,287365,SP059873,Soho & Jewellery Quarter,"Birmingham, unparished area",140,England,07/03/2023,E01033619,Birmingham 137D
B1 3AG,52.484868,-1.915195,405856,287442,SP058874,Soho & Jewellery Quarter,"Birmingham, unparished area",140,England,07/03/2023,E01033619,Birmingham 137D
B1 3AJ,52.485541,-1.914045,405934,287517,SP059875,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033619,Birmingham 137D
B1 3AL,52.485979,-1.915379,405843,287566,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",138,England,07/03/2023,E01033619,Birmingham 137D
B1 3AP,52.48499,-1.914335,405914,287456,SP059874,Soho & Jewellery Quarter,"Birmingham, unparished area",140,England,07/03/2023,E01033619,Birmingham 137D
B1 3AQ,52.485272,-1.914679,405891,287487,SP058874,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033619,Birmingham 137D
B1 3AR,52.485979,-1.915379,405843,287566,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",138,England,07/03/2023,E01033619,Birmingham 137D
B1 3AS,52.485638,-1.915645,405825,287528,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",136,England,07/03/2023,E01033619,Birmingham 137D
B1 3AW,52.486122,-1.914348,405913,287582,SP059875,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033619,Birmingham 137D
B1 3AX,52.48607,-1.916704,405753,287576,SP057875,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033619,Birmingham 137D
B1 3AY,52.486321,-1.9161,405794,287604,SP057876,Soho & Jewellery Quarter,"Birmingham, unparished area",138,England,07/03/2023,E01033619,Birmingham 137D
B1 3BD,52.48553,-1.91163,406098,287516,SP060875,Soho & Jewellery Quarter,"Birmingham, unparished area",144,England,07/03/2023,E01033623,Birmingham 138C
B1 3BE,52.486151,-1.916557,405763,287585,SP057875,Soho & Jewellery Quarter,"Birmingham, unparished area",130,England,07/03/2023,E01033619,Birmingham 137D
B1 3BF,52.485782,-1.915836,405812,287544,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033619,Birmingham 137D
B1 3BG,52.485845,-1.91697,405735,287551,SP057875,Soho & Jewellery Quarter,"Birmingham, unparished area",130,England,07/03/2023,E01033619,Birmingham 137D
B1 3BH,52.485674,-1.916631,405758,287532,SP057875,Soho & Jewellery Quarter,"Birmingham, unparished area",131,England,07/03/2023,E01033619,Birmingham 137D
B1 3BJ,52.485449,-1.91616,405790,287507,SP057875,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033619,Birmingham 137D
B1 3BP,52.483047,-1.913191,405992,287240,SP059872,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3BQ,52.485368,-1.915365,405844,287498,SP058874,Soho & Jewellery Quarter,"Birmingham, unparished area",135,England,07/03/2023,E01033619,Birmingham 137D
B1 3BS,52.48517,-1.91566,405824,287476,SP058874,Soho & Jewellery Quarter,"Birmingham, unparished area",135,England,07/03/2023,E01033619,Birmingham 137D
B1 3DA,52.482736,-1.914139,405928,287205,SP059872,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3DB,52.48306,-1.914359,405913,287241,SP059872,Soho & Jewellery Quarter,"Birmingham, unparished area",135,England,07/03/2023,E01033565,Birmingham 137B
B1 3DD,52.483596,-1.914588,405897,287301,SP058873,Soho & Jewellery Quarter,"Birmingham, unparished area",137,England,07/03/2023,E01033565,Birmingham 137B
B1 3DH,52.484127,-1.915618,405827,287360,SP058873,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033619,Birmingham 137D
B1 3DN,52.485485,-1.915866,405810,287511,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033619,Birmingham 137D
B1 3DP,52.483389,-1.913352,405981,287278,SP059872,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033565,Birmingham 137B
B1 3DQ,52.485378,-1.917545,405696,287499,SP056874,Soho & Jewellery Quarter,"Birmingham, unparished area",140,England,07/03/2023,E01033619,Birmingham 137D
B1 3DS,52.482039,-1.912339,406050,287128,SP060871,Ladywood,"Birmingham, unparished area",135,England,07/03/2023,E01033565,Birmingham 137B
B1 3DT,52.483182,-1.913779,405952,287255,SP059872,Soho & Jewellery Quarter,"Birmingham, unparished area",135,England,07/03/2023,E01033565,Birmingham 137B
B1 3DU,52.485378,-1.917545,405696,287499,SP056874,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033619,Birmingham 137D
B1 3DW,52.485378,-1.917545,405696,287499,SP056874,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033619,Birmingham 137D
B1 3DX,52.485378,-1.917545,405696,287499,SP056874,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033619,Birmingham 137D
B1 3DZ,52.485378,-1.917545,405696,287499,SP056874,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033619,Birmingham 137D
B1 3EA,52.484911,-1.912795,406019,287447,SP060874,Soho & Jewellery Quarter,"Birmingham, unparished area",142,England,07/03/2023,E01033623,Birmingham 138C
B1 3ED,52.484864,-1.914129,405928,287442,SP059874,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033619,Birmingham 137D
B1 3EE,52.485789,-1.913509,405970,287545,SP059875,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033619,Birmingham 137D
B1 3EF,52.485312,-1.913392,405978,287492,SP059874,Soho & Jewellery Quarter,"Birmingham, unparished area",142,England,07/03/2023,E01033619,Birmingham 137D
B1 3EG,52.486051,-1.914878,405877,287574,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033619,Birmingham 137D
B1 3EL,52.485178,-1.913717,405956,287477,SP059874,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033619,Birmingham 137D
B1 3EN,52.486337,-1.913169,405993,287606,SP059876,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033619,Birmingham 137D
B1 3EP,52.485339,-1.912715,406024,287495,SP060874,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033619,Birmingham 137D
B1 3ER,52.484792,-1.914778,405884,287434,SP058874,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033619,Birmingham 137D
B1 3ES,52.48573,-1.914781,405884,287538,SP058875,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033619,Birmingham 137D
B1 3ET,52.484171,-1.913512,405970,287365,SP059873,Soho & Jewellery Quarter,"Birmingham, unparished area",140,England,07/03/2023,E01033565,Birmingham 137B
B1 3EU,52.483919,-1.913174,405993,287337,SP059873,Soho & Jewellery Quarter,"Birmingham, unparished area",138,England,07/03/2023,E01033565,Birmingham 137B
B1 3EW,52.483415,-1.912675,406027,287281,SP060872,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3EY,52.484308,-1.916722,405752,287380,SP057873,Soho & Jewellery Quarter,"Birmingham, unparished area",136,England,07/03/2023,E01033619,Birmingham 137D
B1 3HE,52.484951,-1.911361,406116,287452,SP061874,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033623,Birmingham 138C
B1 3HH,52.486381,-1.912006,406072,287611,SP060876,Soho & Jewellery Quarter,"Birmingham, unparished area",144,England,07/03/2023,E01033619,Birmingham 137D
B1 3HN,52.486169,-1.912733,406023,287587,SP060875,Soho & Jewellery Quarter,"Birmingham, unparished area",144,England,07/03/2023,E01033619,Birmingham 137D
B1 3HQ,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B1 3HR,52.485459,-1.91216,406062,287508,SP060875,Soho & Jewellery Quarter,"Birmingham, unparished area",144,England,07/03/2023,E01033619,Birmingham 137D
B1 3HS,52.484826,-1.911818,406085,287438,SP060874,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033623,Birmingham 138C
B1 3JA,52.483318,-1.910677,406163,287270,SP061872,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3JG,52.483876,-1.910971,406143,287332,SP061873,Soho & Jewellery Quarter,"Birmingham, unparished area",135,England,07/03/2023,E01033565,Birmingham 137B
B1 3JH,52.483588,-1.910839,406152,287300,SP061873,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3JN,52.483417,-1.911325,406119,287281,SP061872,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3JP,52.482832,-1.91059,406169,287216,SP061872,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033565,Birmingham 137B
B1 3JR,52.484423,-1.9096,406236,287393,SP062873,Soho & Jewellery Quarter,"Birmingham, unparished area",135,England,07/03/2023,E01033623,Birmingham 138C
B1 3LA,52.484064,-1.91019,406196,287353,SP061873,Soho & Jewellery Quarter,"Birmingham, unparished area",134,England,07/03/2023,E01033565,Birmingham 137B
B1 3LD,52.484422,-1.913247,405988,287393,SP059873,Soho & Jewellery Quarter,"Birmingham, unparished area",140,England,07/03/2023,E01033623,Birmingham 138C
B1 3LE,52.483927,-1.912188,406060,287338,SP060873,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033565,Birmingham 137B
B1 3LG,52.484548,-1.913011,406004,287407,SP060874,Soho & Jewellery Quarter,"Birmingham, unparished area",138,England,07/03/2023,E01033623,Birmingham 138C
B1 3LR,52.483748,-1.913351,405981,287318,SP059873,Soho & Jewellery Quarter,"Birmingham, unparished area",137,England,07/03/2023,E01033619,Birmingham 137D
B1 3LZ,52.485653,-1.911625,406098,287530,SP060875,Soho & Jewellery Quarter,"Birmingham, unparished area",145,England,07/03/2023,E01033623,Birmingham 138C
B1 3ND,52.485206,-1.910394,406182,287480,SP061874,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033623,Birmingham 138C
B1 3NJ,52.48611,-1.90965,406232,287581,SP062875,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033619,Birmingham 137D
B1 3NL,52.485763,-1.910024,406207,287542,SP062875,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033623,Birmingham 138C
B1 3NN,52.48619,-1.909179,406264,287590,SP062875,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033623,Birmingham 138C
B1 3NS,52.486526,-1.909183,406264,287627,SP062876,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033623,Birmingham 138C
B1 3NT,52.486338,-1.909331,406254,287606,SP062876,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033623,Birmingham 138C
B1 3NU,52.486006,-1.91079,406155,287569,SP061875,Soho & Jewellery Quarter,"Birmingham, unparished area",144,England,07/03/2023,E01033619,Birmingham 137D
B1 3NZ,52.486347,-1.910421,406180,287607,SP061876,Soho & Jewellery Quarter,"Birmingham, unparished area",143,England,07/03/2023,E01033619,Birmingham 137D
B1 3PA,52.486429,-1.91151,406106,287616,SP061876,Soho & Jewellery Quarter,"Birmingham, unparished area",145,England,07/03/2023,E01033619,Birmingham 137D
B1 3PB,52.486132,-1.911246,406124,287583,SP061875,Soho & Jewellery Quarter,"Birmingham, unparished area",144,England,07/03/2023,E01033619,Birmingham 137D
B1 3PE,52.484681,-1.911008,406140,287422,SP061874,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01033623,Birmingham 138C
B1 3PF,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B1 3PJ,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B1 3PY,52.482262,-1.909644,406233,287153,SP062871,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3QH,52.482582,-1.912608,406032,287188,SP060871,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033565,Birmingham 137B
B1 3QJ,52.482626,-1.911327,406119,287193,SP061871,Soho & Jewellery Quarter,"Birmingham, unparished area",132,England,07/03/2023,E01033565,Birmingham 137B
B1 3QQ,52.481834,-1.910415,406181,287105,SP061871,Ladywood,"Birmingham, unparished area",134,England,07/03/2023,E01033565,Birmingham 137B
B1 3RA,52.482634,-1.913766,405953,287194,SP059871,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3RB,52.484114,-1.917317,405712,287358,SP057873,Soho & Jewellery Quarter,"Birmingham, unparished area",137,England,07/03/2023,E01033619,Birmingham 137D
B1 3RJ,52.48232,-1.915121,405861,287159,SP058871,Ladywood,"Birmingham, unparished area",131,England,07/03/2023,E01033565,Birmingham 137B
B1 3RL,52.48232,-1.915121,405861,287159,SP058871,Ladywood,"Birmingham, unparished area",141,England,07/03/2023,E01033565,Birmingham 137B
B1 3XX,52.482247,-1.909649,406233,287151,SP062871,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B1 3ZZ,52.482247,-1.909649,406233,287151,SP062871,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
B10 0AB,52.47061,-1.875034,408586,285860,SP085858,Bordesley Green,"Birmingham, unparished area",114,England,07/03/2023,E01009363,Birmingham 071B
B10 0AD,52.469143,-1.873713,408676,285697,SP086856,Sparkbrook & Balsall Heath East,"Birmingham, unparished area",118,England,07/03/2023,E01009363,Birmingham 071B
B10 0AE,52.466084,-1.863654,409360,285358,SP093853,Bordesley Green,"Birmingham, unparished area",119,England,07/03/2023,E01009363,Birmingham 071B
B10 0AF,52.46906,-1.858959,409678,285690,SP096856,Bordesley Green,"Birmingham, unparished area",129,England,07/03/2023,E01009380,Birmingham 070E
B10 0AL,52.469739,-1.868206,409050,285764,SP090857,Bordesley Green,"Birmingham, unparished area",126,England,07/03/2023,E01009379,Birmingham 071E
B10 0AR,52.465361,-1.860374,409583,285278,SP095852,Bordesley Green,"Birmingham, unparished area",124,England,07/03/2023,E01009363,Birmingham 071B
B10 0AU,52.465722,-1.861403,409513,285318,SP095853,Bordesley Green,"Birmingham, unparished area",122,England,07/03/2023,E01009363,Birmingham 071B
B10 0AX,52.467511,-1.864469,409304,285517,SP093855,Bordesley Green,"Birmingham, unparished area",121,England,07/03/2023,E01009363,Birmingham 071B
B10 0BA,52.468057,-1.866651,409156,285577,SP091855,Bordesley Green,"Birmingham, unparished area",122,England,07/03/2023,E01009363,Birmingham 071B
B10 0BB,52.469012,-1.868885,409004,285683,SP090856,Bordesley Green,"Birmingham, unparished area",122,England,07/03/2023,E01009363,Birmingham 071B
